date,long_gross,short_gross,stock_gross,hedge_gross,gross_exposure,net_exposure,turnover,net_XLE_exposure,net_XLF_exposure,net_XLI_exposure,net_XLK_exposure,net_XLV_exposure,portfolio_vol_scale
2020-09-10,0.1577738713803697,0.1633845196363077,0.2,0.1211583910166774,0.3211583910166774,-0.005610648255938003,0.21788906146190876,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-11,0.18504988438945158,0.22303503584386497,0.2,0.2080849202333165,0.40808492023331655,-0.03798515145441336,0.3191111506869644,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-14,0.23513899722832876,0.2755108633324883,0.25,0.260649860560817,0.510649860560817,-0.040371866104159514,0.10319171571232869,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-15,0.2436498590039763,0.2694644232873777,0.25,0.263114282291354,0.5131142822913539,-0.025814564283401384,0.18724947257410776,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-16,0.19297860978714712,0.20710264105795959,0.2,0.20008125084510667,0.4000812508451067,-0.014124031270812458,0.11350063368755059,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-17,0.19250203126486393,0.20879241676182167,0.2,0.20129444802668559,0.40129444802668557,-0.016290385496957764,0.002166354226145306,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-18,0.19256768663268764,0.20908252550474138,0.2,0.201650212137429,0.401650212137429,-0.016514838872053725,0.0003557641107434159,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-21,0.19398442524412746,0.21305853788909754,0.2,0.20704296313322498,0.40704296313322497,-0.019074112644970116,0.005392750995795975,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-22,0.09349280139605051,0.10507541322647823,0.1,0.09856821462252874,0.19856821462252874,-0.011582611830427733,0.20847474851069625,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-23,0.09261582544223965,0.10806787150820903,0.1,0.10068369695044867,0.2006836969504487,-0.01545204606596938,0.0038694342355416467,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-24,0.09450139640002213,0.10834180032747037,0.1,0.10284319672749251,0.20284319672749251,-0.013840403927448251,0.0021594997770438343,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-25,0.14836572008388396,0.15790300477389813,0.15000000000000002,0.1562687248577821,0.3062687248577821,-0.009537284690014164,0.10495331869250238,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-28,0.14776076492350698,0.15764485129149952,0.15000000000000002,0.15540561621500648,0.3054056162150065,-0.009884086367992512,0.0008631086427755841,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-29,0.14524923780074195,0.15780419350151906,0.15000000000000002,0.153053431302261,0.30305343130226103,-0.012554955700777089,0.002670869332784577,0.0,0.0,0.0,0.0,0.0,1.0
2020-09-30,0.14561480684244138,0.15831803306504566,0.15000000000000002,0.15393283990748702,0.30393283990748704,-0.012703226222604301,0.001011033126644384,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-01,0.1034693914713096,0.10855738472211385,0.1,0.11202677619342344,0.21202677619342344,-0.005087993250804244,0.09350240814319805,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-02,0.10238508125794113,0.10758971717611232,0.1,0.10997479843405344,0.20997479843405345,-0.005204635918171184,0.002051977759369994,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-05,0.1496843199237424,0.15748149682100998,0.15000000000000002,0.15716581674475236,0.3071658167447524,-0.007797176897267569,0.09966844677093664,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-06,0.14982552174993496,0.15537012127175384,0.15000000000000002,0.15519564302168878,0.3051956430216888,-0.005544599521818863,0.0023949257146621966,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-07,0.20452935162483094,0.20557985659189357,0.2,0.21010920821672446,0.4101092082167245,-0.001050504967062639,0.10690682207235051,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-08,0.20177783739048083,0.20581500250484913,0.2,0.20759283989532995,0.40759283989532996,-0.004037165114368281,0.0033348459044581225,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-09,0.25681953036123184,0.2683638505997723,0.25,0.27518338096100414,0.5251833809610041,-0.011544320238540504,0.11759054106567417,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-12,0.20526113214050565,0.21836199212853877,0.2,0.2236231242690444,0.4236231242690444,-0.01310085998803312,0.10319320616175434,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-13,0.21904319497220476,0.2250942201645726,0.3,0.1441374151367773,0.4441374151367773,-0.006051025192367852,0.18101910001501353,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-14,0.20837786706378478,0.19652918623784826,0.3,0.10490705330163298,0.40490705330163296,0.011848680825936535,0.4117209438470918,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-15,0.144957181461487,0.12888128680415012,0.15000000000000002,0.1238384682656371,0.2738384682656371,0.016075894657336887,0.3230106736828922,0.0,0.0,0.0,0.0,0.0,1.0
